Hour in year,Julian Day,DATE (MM/DD/YYYY),HOUR-MST,Avg Avg Wind Speed @ 2m [m/s]
660,27.5,1/28/2013,12,2.4083
661,27.54166667,1/28/2013,13,4.8602
662,27.58333333,1/28/2013,14,5.6242
663,27.625,1/28/2013,15,4.1081
664,27.66666667,1/28/2013,16,2.4976
665,27.70833333,1/28/2013,17,1.4019
666,27.75,1/28/2013,18,1.5218
667,27.79166667,1/28/2013,19,2.3954
668,27.83333333,1/28/2013,20,1.7864
669,27.875,1/28/2013,21,2.0564
670,27.91666667,1/28/2013,22,1.6284
671,27.95833333,1/28/2013,23,1.3764
672,28,1/29/2013,0,1.4012
673,28.04166667,1/29/2013,1,2.2223
674,28.08333333,1/29/2013,2,1.6432
675,28.125,1/29/2013,3,2.4383
676,28.16666667,1/29/2013,4,3.4241
677,28.20833333,1/29/2013,5,1.9158
678,28.25,1/29/2013,6,1.1649
679,28.29166667,1/29/2013,7,1.5448
680,28.33333333,1/29/2013,8,3.0605
681,28.375,1/29/2013,9,5.0894
682,28.41666667,1/29/2013,10,4.3862
683,28.45833333,1/29/2013,11,2.8951
684,28.5,1/29/2013,12,2.1755
685,28.54166667,1/29/2013,13,2.3746
686,28.58333333,1/29/2013,14,1.9875
687,28.625,1/29/2013,15,0.587
688,28.66666667,1/29/2013,16,0.9207
689,28.70833333,1/29/2013,17,2.4093
690,28.75,1/29/2013,18,2.5182
691,28.79166667,1/29/2013,19,2.9537
692,28.83333333,1/29/2013,20,3.5802
693,28.875,1/29/2013,21,1.5397
694,28.91666667,1/29/2013,22,1.4329
695,28.95833333,1/29/2013,23,1.3753
696,29,1/30/2013,0,2.2061
697,29.04166667,1/30/2013,1,2.8629
698,29.08333333,1/30/2013,2,2.8959
699,29.125,1/30/2013,3,2.4976
700,29.16666667,1/30/2013,4,2.3187
701,29.20833333,1/30/2013,5,3.0778
702,29.25,1/30/2013,6,3.202
703,29.29166667,1/30/2013,7,6.4621
704,29.33333333,1/30/2013,8,6.2263
705,29.375,1/30/2013,9,10.4721
706,29.41666667,1/30/2013,10,12.0708
707,29.45833333,1/30/2013,11,11.5947
708,29.5,1/30/2013,12,7.9165
709,29.54166667,1/30/2013,13,7.6142
710,29.58333333,1/30/2013,14,6.4968
711,29.625,1/30/2013,15,3.4963
712,29.66666667,1/30/2013,16,5.0691
713,29.70833333,1/30/2013,17,2.5414
714,29.75,1/30/2013,18,2.0623
715,29.79166667,1/30/2013,19,1.289
716,29.83333333,1/30/2013,20,1.7469
717,29.875,1/30/2013,21,1.6963
718,29.91666667,1/30/2013,22,4.4329
719,29.95833333,1/30/2013,23,6.6082
720,30,1/31/2013,0,8.2657
721,30.04166667,1/31/2013,1,7.332
722,30.08333333,1/31/2013,2,6.0698
723,30.125,1/31/2013,3,9.2192
724,30.16666667,1/31/2013,4,3.8644
725,30.20833333,1/31/2013,5,2.0323
726,30.25,1/31/2013,6,1.6468
727,30.29166667,1/31/2013,7,1.7541
728,30.33333333,1/31/2013,8,2.5189
729,30.375,1/31/2013,9,2.3004
730,30.41666667,1/31/2013,10,2.5991
731,30.45833333,1/31/2013,11,3.1584
732,30.5,1/31/2013,12,5.9946
733,30.54166667,1/31/2013,13,6.5497
734,30.58333333,1/31/2013,14,6.4988
735,30.625,1/31/2013,15,8.3595
736,30.66666667,1/31/2013,16,10.0195
737,30.70833333,1/31/2013,17,6.8168
738,30.75,1/31/2013,18,7.2014
739,30.79166667,1/31/2013,19,2.2719
740,30.83333333,1/31/2013,20,2.0664
741,30.875,1/31/2013,21,2.7461
742,30.91666667,1/31/2013,22,5.9394
743,30.95833333,1/31/2013,23,5.2818
744,31,2/1/2013,0,5.1028
745,31.04166667,2/1/2013,1,5.0132
746,31.08333333,2/1/2013,2,3.9442
747,31.125,2/1/2013,3,2.5226
748,31.16666667,2/1/2013,4,1.6412
749,31.20833333,2/1/2013,5,2.8587
750,31.25,2/1/2013,6,2.1285
751,31.29166667,2/1/2013,7,1.8172
752,31.33333333,2/1/2013,8,1.9594
753,31.375,2/1/2013,9,4.5376
754,31.41666667,2/1/2013,10,5.359
755,31.45833333,2/1/2013,11,6.8394
756,31.5,2/1/2013,12,9.012
757,31.54166667,2/1/2013,13,6.1772
758,31.58333333,2/1/2013,14,6.9219
759,31.625,2/1/2013,15,5.4772
760,31.66666667,2/1/2013,16,6.249
761,31.70833333,2/1/2013,17,3.9637
762,31.75,2/1/2013,18,3.9663
763,31.79166667,2/1/2013,19,4.2942
764,31.83333333,2/1/2013,20,4.9329
765,31.875,2/1/2013,21,3.7721
766,31.91666667,2/1/2013,22,5.2544
767,31.95833333,2/1/2013,23,7.0618
768,32,2/2/2013,0,7.8257
769,32.04166667,2/2/2013,1,6.0403
770,32.08333333,2/2/2013,2,7.4182
771,32.125,2/2/2013,3,6.3564
772,32.16666667,2/2/2013,4,2.7544
773,32.20833333,2/2/2013,5,3.4111
774,32.25,2/2/2013,6,2.3802
775,32.29166667,2/2/2013,7,1.4721
776,32.33333333,2/2/2013,8,2.431
777,32.375,2/2/2013,9,1.5019
778,32.41666667,2/2/2013,10,1.4958
779,32.45833333,2/2/2013,11,3.2523
780,32.5,2/2/2013,12,4.5662
781,32.54166667,2/2/2013,13,6.6071
782,32.58333333,2/2/2013,14,6.0704
783,32.625,2/2/2013,15,6.2896
784,32.66666667,2/2/2013,16,5.199
785,32.70833333,2/2/2013,17,3.4533
786,32.75,2/2/2013,18,1.3702
787,32.79166667,2/2/2013,19,2.4455
788,32.83333333,2/2/2013,20,2.7991
789,32.875,2/2/2013,21,3.6422
790,32.91666667,2/2/2013,22,3.8304
791,32.95833333,2/2/2013,23,3.4659
792,33,2/3/2013,0,1.7012
793,33.04166667,2/3/2013,1,1.1722
794,33.08333333,2/3/2013,2,1.282
795,33.125,2/3/2013,3,1.9013
796,33.16666667,2/3/2013,4,1.4589
797,33.20833333,2/3/2013,5,1.1181
798,33.25,2/3/2013,6,1.6427
799,33.29166667,2/3/2013,7,1.1396
800,33.33333333,2/3/2013,8,1.3487
801,33.375,2/3/2013,9,0.9691
802,33.41666667,2/3/2013,10,1.4131
803,33.45833333,2/3/2013,11,2.7945
804,33.5,2/3/2013,12,2.4963
805,33.54166667,2/3/2013,13,2.4213
806,33.58333333,2/3/2013,14,4.7753
807,33.625,2/3/2013,15,4.8989
808,33.66666667,2/3/2013,16,4.8263
809,33.70833333,2/3/2013,17,7.6595
810,33.75,2/3/2013,18,8.1502
811,33.79166667,2/3/2013,19,3.7067
812,33.83333333,2/3/2013,20,2.2463
813,33.875,2/3/2013,21,5.5977
814,33.91666667,2/3/2013,22,8.2912
815,33.95833333,2/3/2013,23,6.5197
816,34,2/4/2013,0,3.8816
817,34.04166667,2/4/2013,1,3.6436
818,34.08333333,2/4/2013,2,5.6172
819,34.125,2/4/2013,3,8.1672
820,34.16666667,2/4/2013,4,7.9208
821,34.20833333,2/4/2013,5,3.6696
822,34.25,2/4/2013,6,1.9234
823,34.29166667,2/4/2013,7,1.6946
824,34.33333333,2/4/2013,8,1.0597
825,34.375,2/4/2013,9,1.0848
826,34.41666667,2/4/2013,10,5.7671
827,34.45833333,2/4/2013,11,5.0324
828,34.5,2/4/2013,12,4.1583
829,34.54166667,2/4/2013,13,5.8095
830,34.58333333,2/4/2013,14,5.8765
831,34.625,2/4/2013,15,6.2169
832,34.66666667,2/4/2013,16,7.6031
833,34.70833333,2/4/2013,17,10.6692
834,34.75,2/4/2013,18,11.0397
835,34.79166667,2/4/2013,19,8.7545
836,34.83333333,2/4/2013,20,8.6836
837,34.875,2/4/2013,21,8.2232
838,34.91666667,2/4/2013,22,8.6313
839,34.95833333,2/4/2013,23,6.8397
840,35,2/5/2013,0,7.3717
841,35.04166667,2/5/2013,1,6.0714
842,35.08333333,2/5/2013,2,5.6731
843,35.125,2/5/2013,3,8.3322
844,35.16666667,2/5/2013,4,8.0629
845,35.20833333,2/5/2013,5,10.3859
846,35.25,2/5/2013,6,6.5282
847,35.29166667,2/5/2013,7,2.7754
848,35.33333333,2/5/2013,8,2.4409
849,35.375,2/5/2013,9,2.2
850,35.41666667,2/5/2013,10,1.9486
851,35.45833333,2/5/2013,11,3.0403
852,35.5,2/5/2013,12,2.6243
853,35.54166667,2/5/2013,13,1.6419
854,35.58333333,2/5/2013,14,3.3447
855,35.625,2/5/2013,15,2.9736
856,35.66666667,2/5/2013,16,3.0937
857,35.70833333,2/5/2013,17,2.2711
858,35.75,2/5/2013,18,2.7434
859,35.79166667,2/5/2013,19,2.3643
860,35.83333333,2/5/2013,20,1.1604
861,35.875,2/5/2013,21,1.6847
862,35.91666667,2/5/2013,22,1.6008
863,35.95833333,2/5/2013,23,1.2604
864,36,2/6/2013,0,1.9266
865,36.04166667,2/6/2013,1,1.9089
866,36.08333333,2/6/2013,2,2.6774
867,36.125,2/6/2013,3,5.1901
868,36.16666667,2/6/2013,4,4.9978
869,36.20833333,2/6/2013,5,5.0002
870,36.25,2/6/2013,6,6.4043
871,36.29166667,2/6/2013,7,5.8419
872,36.33333333,2/6/2013,8,4.881
873,36.375,2/6/2013,9,5.4907
874,36.41666667,2/6/2013,10,4.2858
875,36.45833333,2/6/2013,11,4.7216
876,36.5,2/6/2013,12,6.2402
877,36.54166667,2/6/2013,13,4.9897
878,36.58333333,2/6/2013,14,2.2348
879,36.625,2/6/2013,15,3.6945
880,36.66666667,2/6/2013,16,3.6892
881,36.70833333,2/6/2013,17,2.1806
882,36.75,2/6/2013,18,2.8808
883,36.79166667,2/6/2013,19,1.7944
884,36.83333333,2/6/2013,20,2.1093
885,36.875,2/6/2013,21,2.1634
886,36.91666667,2/6/2013,22,3.7687
887,36.95833333,2/6/2013,23,3.2882
888,37,2/7/2013,0,1.992
889,37.04166667,2/7/2013,1,1.8209
890,37.08333333,2/7/2013,2,2.0092
891,37.125,2/7/2013,3,0.9988
892,37.16666667,2/7/2013,4,0.6874
893,37.20833333,2/7/2013,5,1.4356
894,37.25,2/7/2013,6,1.8739
895,37.29166667,2/7/2013,7,1.8129
896,37.33333333,2/7/2013,8,2.0804
897,37.375,2/7/2013,9,1.6624
898,37.41666667,2/7/2013,10,2.0759
899,37.45833333,2/7/2013,11,2.3387
900,37.5,2/7/2013,12,3.4047
901,37.54166667,2/7/2013,13,3.8156
902,37.58333333,2/7/2013,14,3.5948
903,37.625,2/7/2013,15,3.7081
904,37.66666667,2/7/2013,16,3.5826
905,37.70833333,2/7/2013,17,2.6635
906,37.75,2/7/2013,18,2.9451
907,37.79166667,2/7/2013,19,2.9851
908,37.83333333,2/7/2013,20,2.2365
909,37.875,2/7/2013,21,1.789
910,37.91666667,2/7/2013,22,1.5185
911,37.95833333,2/7/2013,23,1.3149
912,38,2/8/2013,0,1.5101
913,38.04166667,2/8/2013,1,1.6709
914,38.08333333,2/8/2013,2,1.5573
915,38.125,2/8/2013,3,2.5003
916,38.16666667,2/8/2013,4,1.7107
917,38.20833333,2/8/2013,5,2.0013
918,38.25,2/8/2013,6,1.4296
919,38.29166667,2/8/2013,7,1.3253
920,38.33333333,2/8/2013,8,2.033
921,38.375,2/8/2013,9,1.1902
922,38.41666667,2/8/2013,10,1.6191
923,38.45833333,2/8/2013,11,0.8256
924,38.5,2/8/2013,12,1.4594
925,38.54166667,2/8/2013,13,2.2614
926,38.58333333,2/8/2013,14,2.6267
927,38.625,2/8/2013,15,2.948
928,38.66666667,2/8/2013,16,2.6589
929,38.70833333,2/8/2013,17,1.7994
930,38.75,2/8/2013,18,1.0592
931,38.79166667,2/8/2013,19,1.4423
932,38.83333333,2/8/2013,20,1.5285
933,38.875,2/8/2013,21,2.2605
934,38.91666667,2/8/2013,22,2.65
935,38.95833333,2/8/2013,23,1.7158
936,39,2/9/2013,0,0.9041
937,39.04166667,2/9/2013,1,1.7906
938,39.08333333,2/9/2013,2,1.6376
939,39.125,2/9/2013,3,1.2204
940,39.16666667,2/9/2013,4,1.5287
941,39.20833333,2/9/2013,5,2.1291
942,39.25,2/9/2013,6,1.5273
943,39.29166667,2/9/2013,7,1.3895
944,39.33333333,2/9/2013,8,0.5058
945,39.375,2/9/2013,9,1.8203
946,39.41666667,2/9/2013,10,2.8964
947,39.45833333,2/9/2013,11,2.8482
948,39.5,2/9/2013,12,3.8538
949,39.54166667,2/9/2013,13,3.7696
950,39.58333333,2/9/2013,14,2.53
951,39.625,2/9/2013,15,1.0984
952,39.66666667,2/9/2013,16,0.6427
953,39.70833333,2/9/2013,17,1.5782
954,39.75,2/9/2013,18,1.9016
955,39.79166667,2/9/2013,19,2.4837
956,39.83333333,2/9/2013,20,2.3488
957,39.875,2/9/2013,21,2.0273
958,39.91666667,2/9/2013,22,1.3086
959,39.95833333,2/9/2013,23,1.2597
960,40,2/10/2013,0,2.1622
961,40.04166667,2/10/2013,1,2.3381
962,40.08333333,2/10/2013,2,2.1987
963,40.125,2/10/2013,3,1.383
964,40.16666667,2/10/2013,4,0.9112
965,40.20833333,2/10/2013,5,0.8163
966,40.25,2/10/2013,6,1.4307
967,40.29166667,2/10/2013,7,1.0397
968,40.33333333,2/10/2013,8,1.6523
969,40.375,2/10/2013,9,2.1869
970,40.41666667,2/10/2013,10,2.325
971,40.45833333,2/10/2013,11,1.8429
972,40.5,2/10/2013,12,1.7529
973,40.54166667,2/10/2013,13,1.416
974,40.58333333,2/10/2013,14,3.2097
975,40.625,2/10/2013,15,2.3966
976,40.66666667,2/10/2013,16,2.4874
977,40.70833333,2/10/2013,17,2.1923
978,40.75,2/10/2013,18,1.458
979,40.79166667,2/10/2013,19,1.5959
980,40.83333333,2/10/2013,20,1.0983
981,40.875,2/10/2013,21,1.9308
982,40.91666667,2/10/2013,22,2.0004
983,40.95833333,2/10/2013,23,2.3996
984,41,2/11/2013,0,2.6604
985,41.04166667,2/11/2013,1,2.0644
986,41.08333333,2/11/2013,2,2.0524
987,41.125,2/11/2013,3,1.2455
988,41.16666667,2/11/2013,4,0.8794
989,41.20833333,2/11/2013,5,0.8965
990,41.25,2/11/2013,6,0.6803
991,41.29166667,2/11/2013,7,1.7586
992,41.33333333,2/11/2013,8,2.1346
993,41.375,2/11/2013,9,1.9462
994,41.41666667,2/11/2013,10,1.7142
995,41.45833333,2/11/2013,11,2.0561
996,41.5,2/11/2013,12,2.3281
997,41.54166667,2/11/2013,13,2.3642
998,41.58333333,2/11/2013,14,2.3628
999,41.625,2/11/2013,15,2.1942
1000,41.66666667,2/11/2013,16,1.6799
1001,41.70833333,2/11/2013,17,1.5112
1002,41.75,2/11/2013,18,0.7359
1003,41.79166667,2/11/2013,19,1.0195
1004,41.83333333,2/11/2013,20,1.712
1005,41.875,2/11/2013,21,2.3069
1006,41.91666667,2/11/2013,22,2.2191
1007,41.95833333,2/11/2013,23,1.3088
1008,42,2/12/2013,0,0.8361
1009,42.04166667,2/12/2013,1,0.9014
1010,42.08333333,2/12/2013,2,1.8064
1011,42.125,2/12/2013,3,1.6864
1012,42.16666667,2/12/2013,4,1.3058
1013,42.20833333,2/12/2013,5,2.2779
1014,42.25,2/12/2013,6,3.2031
1015,42.29166667,2/12/2013,7,2.5401
1016,42.33333333,2/12/2013,8,3.8418
1017,42.375,2/12/2013,9,4.4515
1018,42.41666667,2/12/2013,10,3.9246
1019,42.45833333,2/12/2013,11,2.6039
1020,42.5,2/12/2013,12,2.6905
1021,42.54166667,2/12/2013,13,2.1248
1022,42.58333333,2/12/2013,14,2.1357
1023,42.625,2/12/2013,15,2.3797
1024,42.66666667,2/12/2013,16,2.0819
1025,42.70833333,2/12/2013,17,2.4725
1026,42.75,2/12/2013,18,2.8115
1027,42.79166667,2/12/2013,19,4.1313
1028,42.83333333,2/12/2013,20,4.8566
1029,42.875,2/12/2013,21,4.6331
1030,42.91666667,2/12/2013,22,4.4626
1031,42.95833333,2/12/2013,23,3.4233
1032,43,2/13/2013,0,4.044
1033,43.04166667,2/13/2013,1,4.4396
1034,43.08333333,2/13/2013,2,4.6462
1035,43.125,2/13/2013,3,3.9431
1036,43.16666667,2/13/2013,4,4.7903
1037,43.20833333,2/13/2013,5,5.9649
1038,43.25,2/13/2013,6,6.7013
1039,43.29166667,2/13/2013,7,6.3297
1040,43.33333333,2/13/2013,8,5.0075
1041,43.375,2/13/2013,9,3.3383
1042,43.41666667,2/13/2013,10,7.1434
1043,43.45833333,2/13/2013,11,9.6086
1044,43.5,2/13/2013,12,9.2969
1045,43.54166667,2/13/2013,13,8.1037
1046,43.58333333,2/13/2013,14,8.556
1047,43.625,2/13/2013,15,11.7229
1048,43.66666667,2/13/2013,16,13.0006
1049,43.70833333,2/13/2013,17,11.2795
1050,43.75,2/13/2013,18,9.7588
1051,43.79166667,2/13/2013,19,9.2397
1052,43.83333333,2/13/2013,20,8.2468
1053,43.875,2/13/2013,21,9.193
1054,43.91666667,2/13/2013,22,10.573
1055,43.95833333,2/13/2013,23,10.2213
1056,44,2/14/2013,0,2.8064
1057,44.04166667,2/14/2013,1,4.8772
1058,44.08333333,2/14/2013,2,2.263
1059,44.125,2/14/2013,3,1.5786
1060,44.16666667,2/14/2013,4,1.7512
1061,44.20833333,2/14/2013,5,1.3775
1062,44.25,2/14/2013,6,1.429
1063,44.29166667,2/14/2013,7,4.7592
1064,44.33333333,2/14/2013,8,1.358
1065,44.375,2/14/2013,9,1.8338
1066,44.41666667,2/14/2013,10,3.9098
1067,44.45833333,2/14/2013,11,5.0111
1068,44.5,2/14/2013,12,4.321
1069,44.54166667,2/14/2013,13,3.3775
1070,44.58333333,2/14/2013,14,3.0325
1071,44.625,2/14/2013,15,2.08
1072,44.66666667,2/14/2013,16,1.2985
1073,44.70833333,2/14/2013,17,1.3683
1074,44.75,2/14/2013,18,0.9203
1075,44.79166667,2/14/2013,19,1.5406
1076,44.83333333,2/14/2013,20,1.7681
1077,44.875,2/14/2013,21,2.1313
1078,44.91666667,2/14/2013,22,2.4511
1079,44.95833333,2/14/2013,23,1.9927
1080,45,2/15/2013,0,1.9202
1081,45.04166667,2/15/2013,1,1.1658
1082,45.08333333,2/15/2013,2,1.1755
1083,45.125,2/15/2013,3,1.8668
1084,45.16666667,2/15/2013,4,2.6091
1085,45.20833333,2/15/2013,5,2.744
1086,45.25,2/15/2013,6,1.2117
1087,45.29166667,2/15/2013,7,1.1788
1088,45.33333333,2/15/2013,8,1.817
1089,45.375,2/15/2013,9,2.0889
1090,45.41666667,2/15/2013,10,1.1828
1091,45.45833333,2/15/2013,11,1.2639
1092,45.5,2/15/2013,12,2.1114
1093,45.54166667,2/15/2013,13,2.097
1094,45.58333333,2/15/2013,14,3.32
1095,45.625,2/15/2013,15,3.9155
1096,45.66666667,2/15/2013,16,6.5215
1097,45.70833333,2/15/2013,17,5.7235
1098,45.75,2/15/2013,18,6.3038
1099,45.79166667,2/15/2013,19,6.3188
1100,45.83333333,2/15/2013,20,3.0585
1101,45.875,2/15/2013,21,2.6065
1102,45.91666667,2/15/2013,22,4.2907
1103,45.95833333,2/15/2013,23,4.3902
1104,46,2/16/2013,0,5.641
1105,46.04166667,2/16/2013,1,7.7722
1106,46.08333333,2/16/2013,2,12.4587
1107,46.125,2/16/2013,3,13.4394
1108,46.16666667,2/16/2013,4,13.6643
1109,46.20833333,2/16/2013,5,14.3639
1110,46.25,2/16/2013,6,14.5158
1111,46.29166667,2/16/2013,7,14.3626
1112,46.33333333,2/16/2013,8,14.9397
1113,46.375,2/16/2013,9,9.6063
1114,46.41666667,2/16/2013,10,6.5976
1115,46.45833333,2/16/2013,11,7.9097
1116,46.5,2/16/2013,12,7.3151
1117,46.54166667,2/16/2013,13,8.3848
1118,46.58333333,2/16/2013,14,7.3778
1119,46.625,2/16/2013,15,5.9252
1120,46.66666667,2/16/2013,16,5.3145
1121,46.70833333,2/16/2013,17,4.262
1122,46.75,2/16/2013,18,3.3613
1123,46.79166667,2/16/2013,19,5.5315
1124,46.83333333,2/16/2013,20,7.1923
1125,46.875,2/16/2013,21,8.9817
1126,46.91666667,2/16/2013,22,9.2601
1127,46.95833333,2/16/2013,23,6.9441
1128,47,2/17/2013,0,3.5827
1129,47.04166667,2/17/2013,1,2.7641
1130,47.08333333,2/17/2013,2,2.2699
1131,47.125,2/17/2013,3,5.4131
1132,47.16666667,2/17/2013,4,5.529
1133,47.20833333,2/17/2013,5,1.8482
1134,47.25,2/17/2013,6,2.0415
1135,47.29166667,2/17/2013,7,2.8032
1136,47.33333333,2/17/2013,8,2.4605
1137,47.375,2/17/2013,9,1.8715
1138,47.41666667,2/17/2013,10,1.7202
1139,47.45833333,2/17/2013,11,3.7025
1140,47.5,2/17/2013,12,4.0563
1141,47.54166667,2/17/2013,13,6.1497
1142,47.58333333,2/17/2013,14,5.7584
1143,47.625,2/17/2013,15,6.6059
1144,47.66666667,2/17/2013,16,4.4117
1145,47.70833333,2/17/2013,17,5.8881
1146,47.75,2/17/2013,18,5.8249
1147,47.79166667,2/17/2013,19,5.3554
1148,47.83333333,2/17/2013,20,3.6305
1149,47.875,2/17/2013,21,1.7897
1150,47.91666667,2/17/2013,22,2.9506
1151,47.95833333,2/17/2013,23,4.0732
1152,48,2/18/2013,0,4.4627
1153,48.04166667,2/18/2013,1,2.9956
1154,48.08333333,2/18/2013,2,3.2154
1155,48.125,2/18/2013,3,2.6362
1156,48.16666667,2/18/2013,4,2.6963
1157,48.20833333,2/18/2013,5,2.7424
1158,48.25,2/18/2013,6,3.3239
1159,48.29166667,2/18/2013,7,4.2988
1160,48.33333333,2/18/2013,8,2.688
1161,48.375,2/18/2013,9,3.3248
1162,48.41666667,2/18/2013,10,4.9689
1163,48.45833333,2/18/2013,11,6.9785
1164,48.5,2/18/2013,12,7.7599
1165,48.54166667,2/18/2013,13,6.6811
1166,48.58333333,2/18/2013,14,7.7623
1167,48.625,2/18/2013,15,7.9418
1168,48.66666667,2/18/2013,16,6.4713
1169,48.70833333,2/18/2013,17,4.4448
1170,48.75,2/18/2013,18,3.8988
1171,48.79166667,2/18/2013,19,2.078
1172,48.83333333,2/18/2013,20,1.9958
1173,48.875,2/18/2013,21,2.8721
1174,48.91666667,2/18/2013,22,2.842
1175,48.95833333,2/18/2013,23,2.6886
1176,49,2/19/2013,0,2.526
1177,49.04166667,2/19/2013,1,2.3864
1178,49.08333333,2/19/2013,2,2.0409
1179,49.125,2/19/2013,3,1.3453
1180,49.16666667,2/19/2013,4,1.2412
1181,49.20833333,2/19/2013,5,1.1561
1182,49.25,2/19/2013,6,1.0297
1183,49.29166667,2/19/2013,7,0.9774
1184,49.33333333,2/19/2013,8,1.0255
1185,49.375,2/19/2013,9,0.617
1186,49.41666667,2/19/2013,10,1.2996
1187,49.45833333,2/19/2013,11,1.096
1188,49.5,2/19/2013,12,1.6411
1189,49.54166667,2/19/2013,13,2.2641
1190,49.58333333,2/19/2013,14,2.2725
1191,49.625,2/19/2013,15,2.1235
1192,49.66666667,2/19/2013,16,2.6816
1193,49.70833333,2/19/2013,17,2.3803
1194,49.75,2/19/2013,18,1.481
1195,49.79166667,2/19/2013,19,0.9864
1196,49.83333333,2/19/2013,20,1.2356
1197,49.875,2/19/2013,21,1.2578
1198,49.91666667,2/19/2013,22,1.1534
1199,49.95833333,2/19/2013,23,2.4081
1200,50,2/20/2013,0,2.8644
1201,50.04166667,2/20/2013,1,2.331
1202,50.08333333,2/20/2013,2,2.1339
1203,50.125,2/20/2013,3,2.1168
1204,50.16666667,2/20/2013,4,1.1023
1205,50.20833333,2/20/2013,5,0.4289
1206,50.25,2/20/2013,6,0.6355
1207,50.29166667,2/20/2013,7,0.6081
1208,50.33333333,2/20/2013,8,0.5385
1209,50.375,2/20/2013,9,1.4908
1210,50.41666667,2/20/2013,10,1.9303
1211,50.45833333,2/20/2013,11,2.1835
1212,50.5,2/20/2013,12,2.1967
1213,50.54166667,2/20/2013,13,2.6086
1214,50.58333333,2/20/2013,14,2.7932
1215,50.625,2/20/2013,15,2.6098
1216,50.66666667,2/20/2013,16,2.4623
1217,50.70833333,2/20/2013,17,2.8169
1218,50.75,2/20/2013,18,2.3753
1219,50.79166667,2/20/2013,19,3.0559
1220,50.83333333,2/20/2013,20,2.9154
1221,50.875,2/20/2013,21,2.7102
1222,50.91666667,2/20/2013,22,2.7408
1223,50.95833333,2/20/2013,23,2.5947
1224,51,2/21/2013,0,2.1622
1225,51.04166667,2/21/2013,1,1.6082
1226,51.08333333,2/21/2013,2,1.648
1227,51.125,2/21/2013,3,1.8463
1228,51.16666667,2/21/2013,4,1.2844
1229,51.20833333,2/21/2013,5,1.2209
1230,51.25,2/21/2013,6,1.4548
1231,51.29166667,2/21/2013,7,1.1584
1232,51.33333333,2/21/2013,8,0.9313
1233,51.375,2/21/2013,9,0.9962
1234,51.41666667,2/21/2013,10,1.2413
1235,51.45833333,2/21/2013,11,1.7905
1236,51.5,2/21/2013,12,2.3964
1237,51.54166667,2/21/2013,13,1.8968
1238,51.58333333,2/21/2013,14,2.2586
1239,51.625,2/21/2013,15,2.5159
1240,51.66666667,2/21/2013,16,2.0873
1241,51.70833333,2/21/2013,17,0.983
1242,51.75,2/21/2013,18,1.1421
1243,51.79166667,2/21/2013,19,1.2636
1244,51.83333333,2/21/2013,20,1.2017
1245,51.875,2/21/2013,21,1.4682
1246,51.91666667,2/21/2013,22,1.3849
1247,51.95833333,2/21/2013,23,1.1492
1248,52,2/22/2013,0,1.4817
1249,52.04166667,2/22/2013,1,1.7977
1250,52.08333333,2/22/2013,2,2.1532
1251,52.125,2/22/2013,3,1.4283
1252,52.16666667,2/22/2013,4,2.2365
1253,52.20833333,2/22/2013,5,2.4423
1254,52.25,2/22/2013,6,1.2434
1255,52.29166667,2/22/2013,7,1.0054
1256,52.33333333,2/22/2013,8,0.932
1257,52.375,2/22/2013,9,1.2845
1258,52.41666667,2/22/2013,10,3.7015
1259,52.45833333,2/22/2013,11,4.2289
1260,52.5,2/22/2013,12,3.3804
1261,52.54166667,2/22/2013,13,2.3419
1262,52.58333333,2/22/2013,14,2.8112
1263,52.625,2/22/2013,15,3.404
1264,52.66666667,2/22/2013,16,4.0041
1265,52.70833333,2/22/2013,17,3.6944
1266,52.75,2/22/2013,18,3.1617
1267,52.79166667,2/22/2013,19,4.7343
1268,52.83333333,2/22/2013,20,5.5331
1269,52.875,2/22/2013,21,5.1939
1270,52.91666667,2/22/2013,22,4.4596
1271,52.95833333,2/22/2013,23,6.3839
1272,53,2/23/2013,0,3.9241
1273,53.04166667,2/23/2013,1,5.1631
1274,53.08333333,2/23/2013,2,8.5408
1275,53.125,2/23/2013,3,7.4994
1276,53.16666667,2/23/2013,4,4.5693
1277,53.20833333,2/23/2013,5,2.4406
1278,53.25,2/23/2013,6,3.7595
1279,53.29166667,2/23/2013,7,1.6205
1280,53.33333333,2/23/2013,8,2.9049
1281,53.375,2/23/2013,9,3.2549
1282,53.41666667,2/23/2013,10,1.5507
1283,53.45833333,2/23/2013,11,3.1454
1284,53.5,2/23/2013,12,3.4969
1285,53.54166667,2/23/2013,13,3.6678
1286,53.58333333,2/23/2013,14,3.0755
1287,53.625,2/23/2013,15,2.6839
1288,53.66666667,2/23/2013,16,2.5664
1289,53.70833333,2/23/2013,17,1.8068
1290,53.75,2/23/2013,18,1.8228
1291,53.79166667,2/23/2013,19,2.2225
1292,53.83333333,2/23/2013,20,1.9717
1293,53.875,2/23/2013,21,1.7241
1294,53.91666667,2/23/2013,22,2.7779
1295,53.95833333,2/23/2013,23,3.2348
1296,54,2/24/2013,0,3.2104
1297,54.04166667,2/24/2013,1,3.4398
1298,54.08333333,2/24/2013,2,3.2327
1299,54.125,2/24/2013,3,2.8275
1300,54.16666667,2/24/2013,4,2.7334
1301,54.20833333,2/24/2013,5,2.1083
1302,54.25,2/24/2013,6,2.1195
1303,54.29166667,2/24/2013,7,1.6283
