Hour in year,Julian Day,DATE (MM/DD/YYYY),HOUR-MST,Avg Avg Wind Speed @ 2m [m/s]
1616,67.33333333,3/9/2013,8,2.0066
1617,67.375,3/9/2013,9,2.8498
1618,67.41666667,3/9/2013,10,5.5317
1619,67.45833333,3/9/2013,11,4.5043
1620,67.5,3/9/2013,12,4.4118
1621,67.54166667,3/9/2013,13,5.9661
1622,67.58333333,3/9/2013,14,5.8627
1623,67.625,3/9/2013,15,4.0968
1624,67.66666667,3/9/2013,16,1.662
1625,67.70833333,3/9/2013,17,1.7999
1626,67.75,3/9/2013,18,0.8253
1627,67.79166667,3/9/2013,19,1.5253
1628,67.83333333,3/9/2013,20,1.523
1629,67.875,3/9/2013,21,1.5228
1630,67.91666667,3/9/2013,22,2.3568
1631,67.95833333,3/9/2013,23,2.2366
1632,68,3/10/2013,0,1.9778
1633,68.04166667,3/10/2013,1,2.2519
1634,68.08333333,3/10/2013,2,2.5338
1635,68.125,3/10/2013,3,2.4054
1636,68.16666667,3/10/2013,4,1.8965
1637,68.20833333,3/10/2013,5,1.5963
1638,68.25,3/10/2013,6,1.6238
1639,68.29166667,3/10/2013,7,1.9985
1640,68.33333333,3/10/2013,8,1.2176
1641,68.375,3/10/2013,9,2.2439
1642,68.41666667,3/10/2013,10,2.8233
1643,68.45833333,3/10/2013,11,2.5148
1644,68.5,3/10/2013,12,3.0389
1645,68.54166667,3/10/2013,13,2.998
1646,68.58333333,3/10/2013,14,2.0647
1647,68.625,3/10/2013,15,1.4065
1648,68.66666667,3/10/2013,16,1.337
1649,68.70833333,3/10/2013,17,1.8641
1650,68.75,3/10/2013,18,2.6539
1651,68.79166667,3/10/2013,19,3.6668
1652,68.83333333,3/10/2013,20,4.4032
1653,68.875,3/10/2013,21,4.0198
1654,68.91666667,3/10/2013,22,4.5885
1655,68.95833333,3/10/2013,23,9.0571
1656,69,3/11/2013,0,9.5648
1657,69.04166667,3/11/2013,1,11.3419
1658,69.08333333,3/11/2013,2,9.8437
1659,69.125,3/11/2013,3,8.0628
1660,69.16666667,3/11/2013,4,7.3528
1661,69.20833333,3/11/2013,5,8.5485
1662,69.25,3/11/2013,6,6.9092
1663,69.29166667,3/11/2013,7,7.9059
1664,69.33333333,3/11/2013,8,8.5873
1665,69.375,3/11/2013,9,8.914
1666,69.41666667,3/11/2013,10,6.8168
1667,69.45833333,3/11/2013,11,4.6918
1668,69.5,3/11/2013,12,6.3628
1669,69.54166667,3/11/2013,13,5.9101
1670,69.58333333,3/11/2013,14,7.1145
1671,69.625,3/11/2013,15,4.7855
1672,69.66666667,3/11/2013,16,5.8814
1673,69.70833333,3/11/2013,17,5.7465
1674,69.75,3/11/2013,18,2.9559
1675,69.79166667,3/11/2013,19,2.7375
1676,69.83333333,3/11/2013,20,2.0187
1677,69.875,3/11/2013,21,1.8784
1678,69.91666667,3/11/2013,22,2.0856
1679,69.95833333,3/11/2013,23,0.6048
1680,70,3/12/2013,0,0.4621
1681,70.04166667,3/12/2013,1,0.9964
1682,70.08333333,3/12/2013,2,2.4807
1683,70.125,3/12/2013,3,1.7705
1684,70.16666667,3/12/2013,4,1.2185
1685,70.20833333,3/12/2013,5,1.3591
1686,70.25,3/12/2013,6,1.235
1687,70.29166667,3/12/2013,7,1.0538
1688,70.33333333,3/12/2013,8,2.578
1689,70.375,3/12/2013,9,0.8794
1690,70.41666667,3/12/2013,10,1.34
1691,70.45833333,3/12/2013,11,1.8332
1692,70.5,3/12/2013,12,1.9296
1693,70.54166667,3/12/2013,13,1.8654
1694,70.58333333,3/12/2013,14,2.1376
1695,70.625,3/12/2013,15,1.1584
1696,70.66666667,3/12/2013,16,1.0346
1697,70.70833333,3/12/2013,17,1.0106
1698,70.75,3/12/2013,18,0.8772
1699,70.79166667,3/12/2013,19,1.7339
1700,70.83333333,3/12/2013,20,2.1862
1701,70.875,3/12/2013,21,1.3347
1702,70.91666667,3/12/2013,22,1.1419
1703,70.95833333,3/12/2013,23,1.7347
1704,71,3/13/2013,0,2.1574
1705,71.04166667,3/13/2013,1,2.4085
1706,71.08333333,3/13/2013,2,2.4054
1707,71.125,3/13/2013,3,5.7131
1708,71.16666667,3/13/2013,4,3.5425
1709,71.20833333,3/13/2013,5,3.1117
1710,71.25,3/13/2013,6,3.9732
1711,71.29166667,3/13/2013,7,4.1824
1712,71.33333333,3/13/2013,8,4.3827
1713,71.375,3/13/2013,9,4.7534
1714,71.41666667,3/13/2013,10,3.7132
1715,71.45833333,3/13/2013,11,1.7223
1716,71.5,3/13/2013,12,1.6779
1717,71.54166667,3/13/2013,13,1.0951
1718,71.58333333,3/13/2013,14,1.9046
1719,71.625,3/13/2013,15,5.1491
1720,71.66666667,3/13/2013,16,5.9243
1721,71.70833333,3/13/2013,17,6.3143
1722,71.75,3/13/2013,18,5.3893
1723,71.79166667,3/13/2013,19,5.3808
1724,71.83333333,3/13/2013,20,4.3849
1725,71.875,3/13/2013,21,2.8466
1726,71.91666667,3/13/2013,22,2.1097
1727,71.95833333,3/13/2013,23,4.3236
1728,72,3/14/2013,0,4.6919
1729,72.04166667,3/14/2013,1,4.3042
1730,72.08333333,3/14/2013,2,4.3097
1731,72.125,3/14/2013,3,5.0147
1732,72.16666667,3/14/2013,4,8.1326
1733,72.20833333,3/14/2013,5,4.0233
1734,72.25,3/14/2013,6,1.9566
1735,72.29166667,3/14/2013,7,2.6331
1736,72.33333333,3/14/2013,8,4.0763
1737,72.375,3/14/2013,9,1.7501
1738,72.41666667,3/14/2013,10,1.6681
1739,72.45833333,3/14/2013,11,1.6367
1740,72.5,3/14/2013,12,2.3503
1741,72.54166667,3/14/2013,13,1.9492
1742,72.58333333,3/14/2013,14,2.998
1743,72.625,3/14/2013,15,4.9603
1744,72.66666667,3/14/2013,16,4.5023
1745,72.70833333,3/14/2013,17,4.7651
1746,72.75,3/14/2013,18,5.618
1747,72.79166667,3/14/2013,19,5.3772
1748,72.83333333,3/14/2013,20,3.8927
1749,72.875,3/14/2013,21,2.2563
1750,72.91666667,3/14/2013,22,1.7754
1751,72.95833333,3/14/2013,23,1.4807
1752,73,3/15/2013,0,4.5111
1753,73.04166667,3/15/2013,1,10.5554
1754,73.08333333,3/15/2013,2,9.1955
1755,73.125,3/15/2013,3,7.494
1756,73.16666667,3/15/2013,4,4.1433
1757,73.20833333,3/15/2013,5,3.3833
1758,73.25,3/15/2013,6,3.8564
1759,73.29166667,3/15/2013,7,5.1735
1760,73.33333333,3/15/2013,8,5.8011
1761,73.375,3/15/2013,9,3.987
1762,73.41666667,3/15/2013,10,3.1808
1763,73.45833333,3/15/2013,11,3.4442
1764,73.5,3/15/2013,12,3.0953
1765,73.54166667,3/15/2013,13,2.6768
1766,73.58333333,3/15/2013,14,6.0583
1767,73.625,3/15/2013,15,4.9556
1768,73.66666667,3/15/2013,16,3.9582
1769,73.70833333,3/15/2013,17,3.341
1770,73.75,3/15/2013,18,3.2596
1771,73.79166667,3/15/2013,19,2.4406
1772,73.83333333,3/15/2013,20,2.9729
1773,73.875,3/15/2013,21,2.8671
1774,73.91666667,3/15/2013,22,3.0483
1775,73.95833333,3/15/2013,23,5.2036
1776,74,3/16/2013,0,5.674
1777,74.04166667,3/16/2013,1,5.2383
1778,74.08333333,3/16/2013,2,3.7564
1779,74.125,3/16/2013,3,1.8055
1780,74.16666667,3/16/2013,4,1.5476
1781,74.20833333,3/16/2013,5,2.3174
1782,74.25,3/16/2013,6,3.4011
1783,74.29166667,3/16/2013,7,4.3901
1784,74.33333333,3/16/2013,8,4.1216
1785,74.375,3/16/2013,9,5.1105
1786,74.41666667,3/16/2013,10,5.6239
1787,74.45833333,3/16/2013,11,4.7971
1788,74.5,3/16/2013,12,4.4936
1789,74.54166667,3/16/2013,13,2.9083
1790,74.58333333,3/16/2013,14,1.9405
1791,74.625,3/16/2013,15,1.0656
1792,74.66666667,3/16/2013,16,2.4199
1793,74.70833333,3/16/2013,17,3.5192
1794,74.75,3/16/2013,18,1.5017
1795,74.79166667,3/16/2013,19,1.4161
1796,74.83333333,3/16/2013,20,2.8462
1797,74.875,3/16/2013,21,2.6562
1798,74.91666667,3/16/2013,22,2.0266
1799,74.95833333,3/16/2013,23,1.8722
1800,75,3/17/2013,0,3.9463
1801,75.04166667,3/17/2013,1,2.5081
1802,75.08333333,3/17/2013,2,1.8404
1803,75.125,3/17/2013,3,2.0237
1804,75.16666667,3/17/2013,4,1.0601
1805,75.20833333,3/17/2013,5,1.8871
1806,75.25,3/17/2013,6,3.2653
1807,75.29166667,3/17/2013,7,3.2811
1808,75.33333333,3/17/2013,8,5.6441
1809,75.375,3/17/2013,9,6.5143
1810,75.41666667,3/17/2013,10,6.6183
1811,75.45833333,3/17/2013,11,7.5751
1812,75.5,3/17/2013,12,5.5848
1813,75.54166667,3/17/2013,13,6.7122
1814,75.58333333,3/17/2013,14,6.8694
1815,75.625,3/17/2013,15,6.3649
1816,75.66666667,3/17/2013,16,7.9026
1817,75.70833333,3/17/2013,17,5.5296
1818,75.75,3/17/2013,18,5.5489
1819,75.79166667,3/17/2013,19,5.7953
1820,75.83333333,3/17/2013,20,8.2678
1821,75.875,3/17/2013,21,10.0674
1822,75.91666667,3/17/2013,22,7.808
1823,75.95833333,3/17/2013,23,9.7809
1824,76,3/18/2013,0,7.005
1825,76.04166667,3/18/2013,1,7.4934
1826,76.08333333,3/18/2013,2,10.9644
1827,76.125,3/18/2013,3,10.024
1828,76.16666667,3/18/2013,4,5.4737
1829,76.20833333,3/18/2013,5,8.3883
1830,76.25,3/18/2013,6,7.431
1831,76.29166667,3/18/2013,7,4.1115
1832,76.33333333,3/18/2013,8,5.7606
1833,76.375,3/18/2013,9,6.7707
1834,76.41666667,3/18/2013,10,7.8131
1835,76.45833333,3/18/2013,11,6.9469
1836,76.5,3/18/2013,12,10.087
1837,76.54166667,3/18/2013,13,10.7706
1838,76.58333333,3/18/2013,14,9.6405
1839,76.625,3/18/2013,15,5.3677
1840,76.66666667,3/18/2013,16,3.8434
1841,76.70833333,3/18/2013,17,4.9748
1842,76.75,3/18/2013,18,4.6003
1843,76.79166667,3/18/2013,19,4.182
1844,76.83333333,3/18/2013,20,5.9767
1845,76.875,3/18/2013,21,7.0397
1846,76.91666667,3/18/2013,22,6.4038
1847,76.95833333,3/18/2013,23,7.0374
1848,77,3/19/2013,0,8.2068
1849,77.04166667,3/19/2013,1,7.7769
1850,77.08333333,3/19/2013,2,7.1935
1851,77.125,3/19/2013,3,9.8642
1852,77.16666667,3/19/2013,4,8.1654
1853,77.20833333,3/19/2013,5,7.6441
1854,77.25,3/19/2013,6,6.3696
1855,77.29166667,3/19/2013,7,7.9487
1856,77.33333333,3/19/2013,8,7.3484
1857,77.375,3/19/2013,9,6.1155
1858,77.41666667,3/19/2013,10,4.8401
1859,77.45833333,3/19/2013,11,5.0029
1860,77.5,3/19/2013,12,4.329
1861,77.54166667,3/19/2013,13,3.4635
1862,77.58333333,3/19/2013,14,2.4594
1863,77.625,3/19/2013,15,2.5433
1864,77.66666667,3/19/2013,16,4.5397
1865,77.70833333,3/19/2013,17,5.2659
1866,77.75,3/19/2013,18,5.755
1867,77.79166667,3/19/2013,19,5.9287
1868,77.83333333,3/19/2013,20,5.9597
1869,77.875,3/19/2013,21,2.4617
1870,77.91666667,3/19/2013,22,1.9139
1871,77.95833333,3/19/2013,23,0.7314
1872,78,3/20/2013,0,0.6785
1873,78.04166667,3/20/2013,1,0.9229
1874,78.08333333,3/20/2013,2,1.0854
1875,78.125,3/20/2013,3,1.2244
1876,78.16666667,3/20/2013,4,0.7757
1877,78.20833333,3/20/2013,5,1.0639
1878,78.25,3/20/2013,6,0.9943
1879,78.29166667,3/20/2013,7,1.5343
1880,78.33333333,3/20/2013,8,0.8351
1881,78.375,3/20/2013,9,1.2222
1882,78.41666667,3/20/2013,10,1.0957
1883,78.45833333,3/20/2013,11,1.8443
1884,78.5,3/20/2013,12,2.6626
1885,78.54166667,3/20/2013,13,2.8903
1886,78.58333333,3/20/2013,14,2.7577
1887,78.625,3/20/2013,15,1.9091
1888,78.66666667,3/20/2013,16,1.8668
1889,78.70833333,3/20/2013,17,1.8509
1890,78.75,3/20/2013,18,3.5672
1891,78.79166667,3/20/2013,19,5.1341
1892,78.83333333,3/20/2013,20,4.5245
1893,78.875,3/20/2013,21,3.9133
1894,78.91666667,3/20/2013,22,4.1768
1895,78.95833333,3/20/2013,23,3.5849
1896,79,3/21/2013,0,4.3312
1897,79.04166667,3/21/2013,1,2.4123
1898,79.08333333,3/21/2013,2,2.8545
1899,79.125,3/21/2013,3,2.4117
1900,79.16666667,3/21/2013,4,2.2925
1901,79.20833333,3/21/2013,5,2.1429
1902,79.25,3/21/2013,6,1.2877
1903,79.29166667,3/21/2013,7,0.9971
1904,79.33333333,3/21/2013,8,3.9764
1905,79.375,3/21/2013,9,3.3298
1906,79.41666667,3/21/2013,10,3.183
1907,79.45833333,3/21/2013,11,5.4057
1908,79.5,3/21/2013,12,3.7492
1909,79.54166667,3/21/2013,13,7.1122
1910,79.58333333,3/21/2013,14,7.7877
1911,79.625,3/21/2013,15,6.7592
1912,79.66666667,3/21/2013,16,6.4921
1913,79.70833333,3/21/2013,17,7.8648
1914,79.75,3/21/2013,18,6.677
1915,79.79166667,3/21/2013,19,5.7784
1916,79.83333333,3/21/2013,20,5
1917,79.875,3/21/2013,21,5.0118
1918,79.91666667,3/21/2013,22,5.0777
1919,79.95833333,3/21/2013,23,5.8773
1920,80,3/22/2013,0,5.7153
1921,80.04166667,3/22/2013,1,2.8011
1922,80.08333333,3/22/2013,2,2.5997
1923,80.125,3/22/2013,3,2.908
1924,80.16666667,3/22/2013,4,2.4049
1925,80.20833333,3/22/2013,5,2.5375
1926,80.25,3/22/2013,6,2.7087
1927,80.29166667,3/22/2013,7,3.1315
1928,80.33333333,3/22/2013,8,3.5088
1929,80.375,3/22/2013,9,2.4966
1930,80.41666667,3/22/2013,10,2.2655
1931,80.45833333,3/22/2013,11,3.4006
1932,80.5,3/22/2013,12,4.5859
1933,80.54166667,3/22/2013,13,6.2745
1934,80.58333333,3/22/2013,14,5.591
1935,80.625,3/22/2013,15,4.9566
1936,80.66666667,3/22/2013,16,6.3765
1937,80.70833333,3/22/2013,17,5.0448
1938,80.75,3/22/2013,18,4.618
1939,80.79166667,3/22/2013,19,3.4036
1940,80.83333333,3/22/2013,20,2.6636
1941,80.875,3/22/2013,21,2.9617
1942,80.91666667,3/22/2013,22,3.0884
1943,80.95833333,3/22/2013,23,4.5913
1944,81,3/23/2013,0,4.3283
1945,81.04166667,3/23/2013,1,3.6117
1946,81.08333333,3/23/2013,2,3.9952
1947,81.125,3/23/2013,3,2.4495
1948,81.16666667,3/23/2013,4,2.3719
1949,81.20833333,3/23/2013,5,4.1439
1950,81.25,3/23/2013,6,4.6219
1951,81.29166667,3/23/2013,7,4.8691
1952,81.33333333,3/23/2013,8,6.6219
1953,81.375,3/23/2013,9,5.4465
1954,81.41666667,3/23/2013,10,4.4884
1955,81.45833333,3/23/2013,11,4.0926
1956,81.5,3/23/2013,12,4.2454
1957,81.54166667,3/23/2013,13,3.4471
1958,81.58333333,3/23/2013,14,2.8228
1959,81.625,3/23/2013,15,2.4063
1960,81.66666667,3/23/2013,16,1.0288
1961,81.70833333,3/23/2013,17,0.8614
1962,81.75,3/23/2013,18,1.2583
1963,81.79166667,3/23/2013,19,0.8405
1964,81.83333333,3/23/2013,20,2.1747
1965,81.875,3/23/2013,21,1.9587
1966,81.91666667,3/23/2013,22,2.0442
1967,81.95833333,3/23/2013,23,2.7455
1968,82,3/24/2013,0,3.1636
1969,82.04166667,3/24/2013,1,2.0158
1970,82.08333333,3/24/2013,2,2.2562
1971,82.125,3/24/2013,3,1.62
1972,82.16666667,3/24/2013,4,1.5571
1973,82.20833333,3/24/2013,5,1.7143
1974,82.25,3/24/2013,6,1.6535
1975,82.29166667,3/24/2013,7,0.6985
1976,82.33333333,3/24/2013,8,0.7627
1977,82.375,3/24/2013,9,1.7745
1978,82.41666667,3/24/2013,10,2.5867
1979,82.45833333,3/24/2013,11,1.4813
1980,82.5,3/24/2013,12,1.2603
1981,82.54166667,3/24/2013,13,1.4209
1982,82.58333333,3/24/2013,14,1.3185
1983,82.625,3/24/2013,15,0.9282
1984,82.66666667,3/24/2013,16,1.9312
1985,82.70833333,3/24/2013,17,2.8068
1986,82.75,3/24/2013,18,2.3322
1987,82.79166667,3/24/2013,19,1.2863
1988,82.83333333,3/24/2013,20,0.9434
1989,82.875,3/24/2013,21,0.9803
1990,82.91666667,3/24/2013,22,0.772
1991,82.95833333,3/24/2013,23,1.2557
1992,83,3/25/2013,0,1.3433
1993,83.04166667,3/25/2013,1,1.1281
1994,83.08333333,3/25/2013,2,0.5604
1995,83.125,3/25/2013,3,0.8338
1996,83.16666667,3/25/2013,4,1.5713
1997,83.20833333,3/25/2013,5,1.1691
1998,83.25,3/25/2013,6,0.5983
1999,83.29166667,3/25/2013,7,0.8436
2000,83.33333333,3/25/2013,8,2.0413
2001,83.375,3/25/2013,9,3.1809
2002,83.41666667,3/25/2013,10,3.5291
2003,83.45833333,3/25/2013,11,3.3068
2004,83.5,3/25/2013,12,2.3218
2005,83.54166667,3/25/2013,13,3.0409
2006,83.58333333,3/25/2013,14,3.8189
2007,83.625,3/25/2013,15,3.4069
2008,83.66666667,3/25/2013,16,2.9202
2009,83.70833333,3/25/2013,17,3.1973
2010,83.75,3/25/2013,18,3.4851
2011,83.79166667,3/25/2013,19,3.6615
2012,83.83333333,3/25/2013,20,4.5686
2013,83.875,3/25/2013,21,3.8891
2014,83.91666667,3/25/2013,22,4.0081
2015,83.95833333,3/25/2013,23,3.2357
2016,84,3/26/2013,0,1.2168
2017,84.04166667,3/26/2013,1,1.2424
2018,84.08333333,3/26/2013,2,1.6474
2019,84.125,3/26/2013,3,1.3042
2020,84.16666667,3/26/2013,4,1.1501
2021,84.20833333,3/26/2013,5,2.0851
2022,84.25,3/26/2013,6,1.7523
2023,84.29166667,3/26/2013,7,1.813
2024,84.33333333,3/26/2013,8,1.948
2025,84.375,3/26/2013,9,1.4657
2026,84.41666667,3/26/2013,10,2.2202
2027,84.45833333,3/26/2013,11,3.1541
2028,84.5,3/26/2013,12,3.3596
2029,84.54166667,3/26/2013,13,3.351
2030,84.58333333,3/26/2013,14,2.3277
2031,84.625,3/26/2013,15,1.3254
2032,84.66666667,3/26/2013,16,1.561
2033,84.70833333,3/26/2013,17,2.3403
2034,84.75,3/26/2013,18,2.1449
2035,84.79166667,3/26/2013,19,1.8529
2036,84.83333333,3/26/2013,20,2.8002
2037,84.875,3/26/2013,21,2.0691
2038,84.91666667,3/26/2013,22,1.7596
2039,84.95833333,3/26/2013,23,2.0151
2040,85,3/27/2013,0,1.2192
2041,85.04166667,3/27/2013,1,1.7682
2042,85.08333333,3/27/2013,2,2.4653
2043,85.125,3/27/2013,3,1.2887
2044,85.16666667,3/27/2013,4,1.6455
2045,85.20833333,3/27/2013,5,1.9065
2046,85.25,3/27/2013,6,1.8072
2047,85.29166667,3/27/2013,7,1.5024
2048,85.33333333,3/27/2013,8,1.1241
2049,85.375,3/27/2013,9,1.4685
2050,85.41666667,3/27/2013,10,1.2994
2051,85.45833333,3/27/2013,11,1.276
2052,85.5,3/27/2013,12,1.3786
2053,85.54166667,3/27/2013,13,1.2049
2054,85.58333333,3/27/2013,14,1.7342
2055,85.625,3/27/2013,15,2.1439
2056,85.66666667,3/27/2013,16,1.451
2057,85.70833333,3/27/2013,17,1.4434
2058,85.75,3/27/2013,18,1.1882
2059,85.79166667,3/27/2013,19,1.0868
2060,85.83333333,3/27/2013,20,1.3793
2061,85.875,3/27/2013,21,1.2814
2062,85.91666667,3/27/2013,22,1.2114
2063,85.95833333,3/27/2013,23,0.7406
2064,86,3/28/2013,0,1.0868
2065,86.04166667,3/28/2013,1,1.2387
2066,86.08333333,3/28/2013,2,1.4816
2067,86.125,3/28/2013,3,1.4584
2068,86.16666667,3/28/2013,4,0.8736
2069,86.20833333,3/28/2013,5,1.3349
2070,86.25,3/28/2013,6,1.2134
2071,86.29166667,3/28/2013,7,1.3724
2072,86.33333333,3/28/2013,8,1.2716
2073,86.375,3/28/2013,9,0.773
2074,86.41666667,3/28/2013,10,1.0489
2075,86.45833333,3/28/2013,11,1.8539
2076,86.5,3/28/2013,12,2.4966
2077,86.54166667,3/28/2013,13,2.0509
2078,86.58333333,3/28/2013,14,1.8358
2079,86.625,3/28/2013,15,2.3379
2080,86.66666667,3/28/2013,16,1.8472
2081,86.70833333,3/28/2013,17,1.9892
2082,86.75,3/28/2013,18,2.2935
2083,86.79166667,3/28/2013,19,1.1363
2084,86.83333333,3/28/2013,20,1.5104
2085,86.875,3/28/2013,21,1.8772
2086,86.91666667,3/28/2013,22,2.7594
2087,86.95833333,3/28/2013,23,3.4133
2088,87,3/29/2013,0,2.5788
2089,87.04166667,3/29/2013,1,1.4231
2090,87.08333333,3/29/2013,2,2.2662
2091,87.125,3/29/2013,3,1.9886
2092,87.16666667,3/29/2013,4,1.2129
2093,87.20833333,3/29/2013,5,2.0948
2094,87.25,3/29/2013,6,1.583
2095,87.29166667,3/29/2013,7,2.583
2096,87.33333333,3/29/2013,8,2.6612
2097,87.375,3/29/2013,9,2.3183
2098,87.41666667,3/29/2013,10,3.7601
2099,87.45833333,3/29/2013,11,4.9168
2100,87.5,3/29/2013,12,3.5062
2101,87.54166667,3/29/2013,13,4.2634
2102,87.58333333,3/29/2013,14,2.692
2103,87.625,3/29/2013,15,6.0068
2104,87.66666667,3/29/2013,16,6.1536
2105,87.70833333,3/29/2013,17,6.7916
2106,87.75,3/29/2013,18,3.6965
2107,87.79166667,3/29/2013,19,3.8009
2108,87.83333333,3/29/2013,20,4.0451
2109,87.875,3/29/2013,21,3.1099
2110,87.91666667,3/29/2013,22,3.6215
2111,87.95833333,3/29/2013,23,3.3162
2112,88,3/30/2013,0,3.2428
2113,88.04166667,3/30/2013,1,3.8805
2114,88.08333333,3/30/2013,2,2.6269
2115,88.125,3/30/2013,3,1.77
2116,88.16666667,3/30/2013,4,1.4486
2117,88.20833333,3/30/2013,5,1.6262
2118,88.25,3/30/2013,6,1.3728
2119,88.29166667,3/30/2013,7,1.3027
2120,88.33333333,3/30/2013,8,1.1705
2121,88.375,3/30/2013,9,2.0184
2122,88.41666667,3/30/2013,10,2.4795
2123,88.45833333,3/30/2013,11,3.8401
2124,88.5,3/30/2013,12,3.0146
2125,88.54166667,3/30/2013,13,2.8475
2126,88.58333333,3/30/2013,14,5.0653
2127,88.625,3/30/2013,15,6.7345
2128,88.66666667,3/30/2013,16,6.7441
2129,88.70833333,3/30/2013,17,5.5626
2130,88.75,3/30/2013,18,4.7383
2131,88.79166667,3/30/2013,19,3.3318
2132,88.83333333,3/30/2013,20,1.6178
2133,88.875,3/30/2013,21,1.403
2134,88.91666667,3/30/2013,22,1.5255
2135,88.95833333,3/30/2013,23,1.6761
2136,89,3/31/2013,0,2.1749
2137,89.04166667,3/31/2013,1,1.0047
2138,89.08333333,3/31/2013,2,1.6555
2139,89.125,3/31/2013,3,2.6126
2140,89.16666667,3/31/2013,4,2.5514
2141,89.20833333,3/31/2013,5,2.2834
2142,89.25,3/31/2013,6,2.0662
2143,89.29166667,3/31/2013,7,1.8676
2144,89.33333333,3/31/2013,8,2.7441
2145,89.375,3/31/2013,9,4.0957
2146,89.41666667,3/31/2013,10,8.5172
2147,89.45833333,3/31/2013,11,7.2443
2148,89.5,3/31/2013,12,6.229
2149,89.54166667,3/31/2013,13,4.226
2150,89.58333333,3/31/2013,14,3.8906
2151,89.625,3/31/2013,15,3.6006
2152,89.66666667,3/31/2013,16,1.8885
2153,89.70833333,3/31/2013,17,2.4407
2154,89.75,3/31/2013,18,2.1897
2155,89.79166667,3/31/2013,19,1.0966
2156,89.83333333,3/31/2013,20,1.6905
2157,89.875,3/31/2013,21,1.7612
2158,89.91666667,3/31/2013,22,1.8389
2159,89.95833333,3/31/2013,23,3.1586
2160,90,4/1/2013,0,1.8628
2161,90.04166667,4/1/2013,1,0.9767
2162,90.08333333,4/1/2013,2,1.003
2163,90.125,4/1/2013,3,0.8643
2164,90.16666667,4/1/2013,4,1.1741
2165,90.20833333,4/1/2013,5,1.5595
2166,90.25,4/1/2013,6,1.5638
2167,90.29166667,4/1/2013,7,1.4341
2168,90.33333333,4/1/2013,8,2.4158
2169,90.375,4/1/2013,9,2.5246
2170,90.41666667,4/1/2013,10,3.4426
2171,90.45833333,4/1/2013,11,3.8538
2172,90.5,4/1/2013,12,3.6068
2173,90.54166667,4/1/2013,13,3.9333
2174,90.58333333,4/1/2013,14,4.2308
2175,90.625,4/1/2013,15,4.4085
2176,90.66666667,4/1/2013,16,4.0484
2177,90.70833333,4/1/2013,17,4.9166
2178,90.75,4/1/2013,18,4.1482
2179,90.79166667,4/1/2013,19,2.8028
2180,90.83333333,4/1/2013,20,2.797
2181,90.875,4/1/2013,21,2.4202
2182,90.91666667,4/1/2013,22,2.9976
2183,90.95833333,4/1/2013,23,2.8718
2184,91,4/2/2013,0,2.2414
2185,91.04166667,4/2/2013,1,2.5281
2186,91.08333333,4/2/2013,2,1.8904
2187,91.125,4/2/2013,3,1.7484
2188,91.16666667,4/2/2013,4,1.5614
2189,91.20833333,4/2/2013,5,0.4615
2190,91.25,4/2/2013,6,1.4366
2191,91.29166667,4/2/2013,7,1.0982
2192,91.33333333,4/2/2013,8,1.4608
2193,91.375,4/2/2013,9,1.6767
2194,91.41666667,4/2/2013,10,1.9919
2195,91.45833333,4/2/2013,11,2.3912
2196,91.5,4/2/2013,12,3.0286
2197,91.54166667,4/2/2013,13,3.0334
2198,91.58333333,4/2/2013,14,2.9283
2199,91.625,4/2/2013,15,2.5681
2200,91.66666667,4/2/2013,16,2.479
2201,91.70833333,4/2/2013,17,2.3051
2202,91.75,4/2/2013,18,2.1331
2203,91.79166667,4/2/2013,19,1.5829
2204,91.83333333,4/2/2013,20,1.3476
2205,91.875,4/2/2013,21,0.9734
2206,91.91666667,4/2/2013,22,1.4405
2207,91.95833333,4/2/2013,23,0.7754
2208,92,4/3/2013,0,0.7069
2209,92.04166667,4/3/2013,1,0.782
2210,92.08333333,4/3/2013,2,0.4484
2211,92.125,4/3/2013,3,0.4402
2212,92.16666667,4/3/2013,4,0.7344
2213,92.20833333,4/3/2013,5,0.7793
2214,92.25,4/3/2013,6,0.4346
2215,92.29166667,4/3/2013,7,0.6241
2216,92.33333333,4/3/2013,8,1.3633
2217,92.375,4/3/2013,9,1.5601
2218,92.41666667,4/3/2013,10,2.0026
2219,92.45833333,4/3/2013,11,1.3761
2220,92.5,4/3/2013,12,1.6995
2221,92.54166667,4/3/2013,13,2.0246
2222,92.58333333,4/3/2013,14,2.2946
2223,92.625,4/3/2013,15,1.9238
2224,92.66666667,4/3/2013,16,1.6848
2225,92.70833333,4/3/2013,17,0.8095
2226,92.75,4/3/2013,18,2.0469
2227,92.79166667,4/3/2013,19,3.687
2228,92.83333333,4/3/2013,20,3.9756
2229,92.875,4/3/2013,21,3.2294
2230,92.91666667,4/3/2013,22,2.0935
2231,92.95833333,4/3/2013,23,0.5708
2232,93,4/4/2013,0,2.6279
2233,93.04166667,4/4/2013,1,2.5066
2234,93.08333333,4/4/2013,2,1.5388
2235,93.125,4/4/2013,3,1.6774
2236,93.16666667,4/4/2013,4,1.5558
2237,93.20833333,4/4/2013,5,1.5451
2238,93.25,4/4/2013,6,2.2012
2239,93.29166667,4/4/2013,7,1.7832
2240,93.33333333,4/4/2013,8,1.8402
2241,93.375,4/4/2013,9,2.1142
2242,93.41666667,4/4/2013,10,1.8524
2243,93.45833333,4/4/2013,11,2.0983
